0	0.0	0.0	0.0	0.0
1	5.0	11.0	0.0	0.0
2	15.0	8.0	0.0	0.0
3	6.0	12.0	0.0	0.0
4	8.0	7.0	0.0	0.0
5	5.0	5.0	0.0	0.0
6	6.0	9.0	0.0	0.0
7	11.0	15.0	0.0	0.0
8	14.0	11.0	0.0	0.0
9	8.0	7.0	0.0	0.0
10	14.0	8.0	0.0	0.0
11	16.0	9.0	0.0	0.0
12	11.0	13.0	0.0	0.0
13	16.0	10.0	0.0	0.0
14	10.0	11.0	0.0	0.0
15	10.0	11.0	0.0	0.0
16	14.0	9.0	0.0	0.0
17	12.0	13.0	0.0	0.0
18	15.0	12.0	0.0	0.0
19	7.0	14.0	0.0	0.0
20	7.0	10.0	0.0	0.0
21	8.0	6.0	0.0	0.0
22	14.0	11.0	0.0	0.0
23	11.0	7.0	0.0	0.0
24	16.0	8.0	0.0	0.0
25	7.0	6.0	0.0	0.0
26	9.0	9.0	0.0	0.0
27	15.0	12.0	1.0	1.0
28	9.0	10.0	0.0	0.0
29	5.0	12.0	0.0	0.0
30	4.0	12.0	0.0	0.0
31	9.0	10.0	0.0	0.0
32	9.0	12.0	0.0	0.0
33	10.0	13.0	0.0	0.0
34	7.0	9.0	0.0	0.0
35	12.0	13.0	0.0	0.0
36	10.0	8.0	0.0	0.0
37	4.0	12.0	0.0	0.0
38	15.0	12.0	0.0	0.0
39	10.0	13.0	0.0	0.0
40	13.0	12.0	0.0	0.0
41	25.0	6.0	0.0	0.0
42	9.0	15.0	0.0	0.0
43	11.0	13.0	0.0	0.0
44	10.0	7.0	0.0	1.0
45	12.0	4.0	0.0	0.0
46	9.0	15.0	0.0	0.0
47	12.0	10.0	0.0	0.0
48	13.0	7.0	0.0	0.0
49	8.0	3.0	0.0	0.0
50	10.0	10.0	0.0	0.0
51	10.0	5.0	0.0	0.0
52	9.0	13.0	0.0	0.0
53	10.0	17.0	0.0	0.0
54	11.0	9.0	0.0	0.0
55	7.0	9.0	0.0	0.0
56	14.0	10.0	0.0	0.0
57	12.0	8.0	1.0	0.0
58	7.0	11.0	0.0	0.0
59	10.0	12.0	0.0	0.0
60	12.0	14.0	0.0	0.0
61	16.0	11.0	0.0	0.0
62	15.0	8.0	0.0	0.0
63	9.0	9.0	0.0	0.0
64	4.0	10.0	0.0	0.0
65	8.0	10.0	0.0	0.0
66	5.0	15.0	0.0	0.0
67	6.0	10.0	0.0	0.0
68	6.0	8.0	0.0	0.0
69	11.0	13.0	0.0	1.0
70	17.0	10.0	0.0	0.0
71	15.0	9.0	0.0	0.0
72	9.0	12.0	0.0	0.0
73	13.0	11.0	0.0	0.0
74	6.0	7.0	0.0	0.0
75	10.0	10.0	0.0	0.0
76	4.0	12.0	0.0	0.0
77	13.0	14.0	0.0	0.0
78	6.0	12.0	0.0	0.0
79	10.0	7.0	0.0	0.0
80	11.0	5.0	0.0	0.0
81	9.0	7.0	0.0	0.0
82	7.0	7.0	0.0	0.0
83	5.0	4.0	0.0	0.0
84	14.0	12.0	0.0	0.0
85	7.0	15.0	0.0	0.0
86	12.0	8.0	0.0	0.0
87	11.0	8.0	0.0	0.0
88	12.0	10.0	1.0	0.0
89	10.0	13.0	0.0	0.0
90	13.0	9.0	0.0	0.0
91	6.0	11.0	0.0	0.0
92	8.0	12.0	0.0	0.0
93	12.0	14.0	0.0	0.0
94	13.0	8.0	1.0	0.0
95	16.0	15.0	0.0	0.0
96	5.0	16.0	0.0	0.0
97	13.0	11.0	0.0	0.0
98	12.0	8.0	0.0	0.0
99	11.0	11.0	0.0	0.0
100	6.0	10.0	0.0	0.0
101	5.0	13.0	0.0	0.0
102	8.0	9.0	0.0	1.0
103	14.0	9.0	0.0	0.0
104	11.0	3.0	0.0	1.0
105	16.0	13.0	0.0	0.0
106	17.0	8.0	0.0	0.0
107	7.0	7.0	0.0	0.0
108	10.0	11.0	0.0	0.0
109	11.0	15.0	0.0	0.0
110	10.0	6.0	0.0	0.0
111	11.0	9.0	0.0	0.0
112	8.0	12.0	0.0	0.0
113	7.0	9.0	1.0	0.0
114	5.0	8.0	0.0	0.0
115	9.0	14.0	0.0	0.0
116	7.0	8.0	0.0	1.0
117	12.0	10.0	0.0	0.0
118	10.0	8.0	1.0	0.0
119	8.0	11.0	0.0	0.0
120	10.0	12.0	0.0	0.0
121	11.0	8.0	0.0	0.0
122	13.0	14.0	0.0	0.0
123	9.0	8.0	1.0	0.0
124	13.0	5.0	0.0	2.0
125	10.0	16.0	1.0	0.0
126	15.0	9.0	1.0	0.0
127	8.0	9.0	0.0	0.0
128	4.0	8.0	1.0	0.0
129	12.0	13.0	0.0	0.0
130	17.0	10.0	1.0	1.0
131	8.0	10.0	1.0	0.0
132	10.0	4.0	0.0	2.0
133	8.0	11.0	0.0	2.0
134	13.0	3.0	1.0	0.0
135	7.0	6.0	0.0	0.0
136	12.0	7.0	1.0	0.0
137	10.0	5.0	0.0	0.0
138	11.0	7.0	0.0	1.0
139	7.0	9.0	0.0	0.0
140	16.0	8.0	2.0	1.0
141	9.0	17.0	0.0	2.0
